source_path,file_type,size,sha256,purpose,related_module,destination_path,action,reason,test_status
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/GPIO10_0原理图.png,image-media,15531,f1c209daaa38a6a51bdfce716de9a591e36112937619e2e66486fd315e66d97a,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/GPIO10_0原理图.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/HDMI原理图.jpg,image-media,27686,ae7f1c5bee71cedcbf40fd697c4d4746218688255dc398da98d22dfe3b379df0,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/HDMI原理图.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/I2C原理图.jpg,image-media,5634,4dac8f54f54f301490253f8d8d4d0b6d6b886277ef73e81454de40b522034250,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/I2C原理图.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/I2S原理图.png,image-media,72513,e2e6e182f116557fe09b9239ca6eff8f3caa9abda84413afa6c10933f629e5fc,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/I2S原理图.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/MIPI_RX0原理图.png,image-media,127495,d79c260fb3eeaa122f9a9ca5b3b08102a02ac7ebd03f638f23c847b30b5f28d4,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/MIPI_RX0原理图.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/MIPI_TX原理图.jpg,image-media,48773,8e0aef7cdb6f4cfb2d533eba58f5832a38888b6f242bbfafeafa1132cf971cc2,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/MIPI_TX原理图.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/RGB_CLK-RGB_DE-RGB_HS-RGB_VS-RGB_DATA12-RGB_DATA13-RGB_DATA14-RGB_DATA15.jpg,image-media,22151,e873b8d008c68b978348af3ab02b3afb126b31ae58d8539e423fb455b290c2dc,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/RGB_CLK-RGB_DE-RGB_HS-RGB_VS-RGB_DATA12-RGB_DATA13-RGB_DATA14-RGB_DATA15.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/RGB_DATA0-RGB_DATA1-RGB_DATA2-RGB_DATA3-RGB_DATA4-RGB_DATA5-RGB_DATA6-RGB_DATA7-RGB_DATA8-RGB_DATA9.jpg,image-media,66011,ca0c2a09a1cfb726e2a7b557cae7bd81ba596c1d0a7ec75804061f7fafbe4690,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/RGB_DATA0-RGB_DATA1-RGB_DATA2-RGB_DATA3-RGB_DATA4-RGB_DATA5-RGB_DATA6-RGB_DATA7-RGB_DATA8-RGB_DATA9.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/RGB_DATA16.jpg,image-media,6214,55581caa54b67f2d852dbd41ecbeedef4c638ba8094449678ae13f47cabbebad,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/RGB_DATA16.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/RGB_DATA20-RGB_DATA21-RGB_DATA22-RGB_DATA23.jpg,image-media,12520,27c28c9c87bc5890ba63706321acc674676f72e110725ae09e400225e55bfe64,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/RGB_DATA20-RGB_DATA21-RGB_DATA22-RGB_DATA23.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/SENSOR0原理图.png,image-media,103627,92a8debb64a5394b50dba6b74f772b19ec8b5eb46cb0dd41980f2e8df8a49af2,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/SENSOR0原理图.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/SPI0原理图.jpg,image-media,13221,bdde737fb1a30a2e665c2782e98b46e4043faa53c51435c35e79fd17e617f9f8,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/SPI0原理图.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/SYS_CONFIG整体流程图.png,image-media,13233,bbd5168f6650c400fa4ea0f1c2d3ab8141b9d84431e622857a45d6c93dae6573,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/SYS_CONFIG整体流程图.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VI-BT-1120原理图.png,image-media,136342,246561264ab6eaa443bb03f473838e3c9a429be8b805e0ac929eb95e1b64c3e8,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VI-BT-1120原理图.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VI-BT-656原理图.png,image-media,136342,246561264ab6eaa443bb03f473838e3c9a429be8b805e0ac929eb95e1b64c3e8,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VI-BT-1120原理图.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VI-BT-1120原理图.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VO-BT-1120原理图.jpg,image-media,91329,b315976172f178ccf2b9cbd39df70fd7d84f76b6b917588d0f3fceb6481cf4fc,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VO-BT-1120原理图.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VO-BT-656原理图.jpg,image-media,9612,722e6fa0056fa15623583b64fb303306511e4baac2a06e3f18fc7acc086f5e57,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/VO-BT-656原理图.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/zh-cn_image_0000002408102390.png,image-media,1695,77084cb37265a828eae4964c61e03ce24bedf6ff7b1f8dbb8feac8409cf832f8,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002441982621.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002441982621.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/zh-cn_image_0000002408102394.png,image-media,1640,2ccd507a573b27873b2564008dfd05a70048dd6f4b6a44bc6405cd57ab4929c2,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002442022453.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002442022453.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/zh-cn_image_0000002408262290.png,image-media,1608,c6a77fc76ad38ff9ae231d050714aec050c6f4695744bbaef69cf2dbb0d06816,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002408583234.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002408583234.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/zh-cn_image_0000002441661705.jpg,image-media,11029,0e63c7abeb5e31411b87230f8303e79f320aebef3c24933cae8da4e963932ef6,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/zh-cn_image_0000002441661705.jpg,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/zh-cn_image_0000002441661709.png,image-media,1081,e4a1ab4fa4441b181cc6ad4a66d0e8fb1b3dd6eea870c48bb44d6f73bb419277,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002442022457.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002442022457.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/figures/zh-cn_image_0000002441701561.png,image-media,879,52ad4209cc8d9e06998b2232aaaed867ec9d6376f8740d57eacad2640da2bd7b,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002408423318.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002408423318.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/public_sys-resources/icon-caution.gif,image-media,2251,af852c8ae5247ef7d978be02127863c2f03fb10326b0f2475be30c4a0b34f269,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/public_sys-resources/icon-danger.gif,image-media,2251,af852c8ae5247ef7d978be02127863c2f03fb10326b0f2475be30c4a0b34f269,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/public_sys-resources/icon-note.gif,image-media,2052,731575f11a4f2c83df9075d3684ad4d4bcf0bd75f2ebe1600dc4dca6253a642c,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-note.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-note.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/public_sys-resources/icon-notice.gif,image-media,2178,77f0d6557024cbe288666bfd6dbd5372d305694858825b1be78c5ce455d9fda3,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-notice.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-notice.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/public_sys-resources/icon-tip.gif,image-media,1305,4087e687c9306fbee226a3462a3b203e1123c490a629f41a18a89071a0631868,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-tip.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-tip.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/SYS_CONFIG配置指南/public_sys-resources/icon-warning.gif,image-media,2251,af852c8ae5247ef7d978be02127863c2f03fb10326b0f2475be30c4a0b34f269,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/Sensor 调试指南.md,documentation,28304,80d81fda480f4094f1f2f5fb7dd15c4a6186d38e4d117d7282430aec0e2ede1f,third-party repository mirror documentation,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/Sensor 调试指南.md,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/figures/Sensor调试流程图.png,image-media,15818,47488d2a4700f4ab81a1b442ba12ec97d01f4bd003113e328e726f9de13fb9da,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/figures/Sensor调试流程图.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/figures/zh-cn_image_0000002424202414.png,image-media,879,52ad4209cc8d9e06998b2232aaaed867ec9d6376f8740d57eacad2640da2bd7b,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002408423318.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002408423318.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/figures/zh-cn_image_0000002424362270.png,image-media,1081,e4a1ab4fa4441b181cc6ad4a66d0e8fb1b3dd6eea870c48bb44d6f73bb419277,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002442022457.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002442022457.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/figures/zh-cn_image_0000002457841033.png,image-media,1640,2ccd507a573b27873b2564008dfd05a70048dd6f4b6a44bc6405cd57ab4929c2,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002442022453.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002442022453.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/figures/zh-cn_image_0000002457881125.png,image-media,1695,77084cb37265a828eae4964c61e03ce24bedf6ff7b1f8dbb8feac8409cf832f8,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002441982621.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002441982621.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/figures/zh-cn_image_0000002457881165.png,image-media,1608,c6a77fc76ad38ff9ae231d050714aec050c6f4695744bbaef69cf2dbb0d06816,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002408583234.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/AMCT使用指南（PyTorch）/figures/zh-cn_image_0000002408583234.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/public_sys-resources/icon-caution.gif,image-media,2251,af852c8ae5247ef7d978be02127863c2f03fb10326b0f2475be30c4a0b34f269,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/public_sys-resources/icon-danger.gif,image-media,2251,af852c8ae5247ef7d978be02127863c2f03fb10326b0f2475be30c4a0b34f269,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/public_sys-resources/icon-note.gif,image-media,2052,731575f11a4f2c83df9075d3684ad4d4bcf0bd75f2ebe1600dc4dca6253a642c,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-note.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-note.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/public_sys-resources/icon-notice.gif,image-media,2178,77f0d6557024cbe288666bfd6dbd5372d305694858825b1be78c5ce455d9fda3,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-notice.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-notice.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/public_sys-resources/icon-tip.gif,image-media,1305,4087e687c9306fbee226a3462a3b203e1123c490a629f41a18a89071a0631868,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-tip.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-tip.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/Sensor调试指南/public_sys-resources/icon-warning.gif,image-media,2251,af852c8ae5247ef7d978be02127863c2f03fb10326b0f2475be30c4a0b34f269,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif,DEDUPLICATE,byte-identical to 在线仓库/hispark_ai-master/docs/zh-CN/software/HiSpark.AI API Development Guide/public_sys-resources/icon-caution.gif; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/TDE API参考.md,documentation,495236,19be0bcc271a42fae639376aaa6d5fedfe2425718778366fb29297149dc1938d,third-party repository mirror documentation,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/TDE API参考/TDE API参考.md,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/ROP运算的搬移操作示意图（src1-R-G-B-0xFF-0xFF-0-src2-R-G-B-0-0-0xFF）.png,image-media,5393,9a85c302345baa939885a5ee48c1ec5232a991fec9dfa713ace89a55c9076086,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/ROP运算的搬移操作示意图（src1-R-G-B-0xFF-0xFF-0-src2-R-G-B-0-0-0xFF）.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/blend操作的效果图.png,image-media,5309,958a5aebcee56f5efc62563c1a46b54828a0c508b794ecb362dd113a24674f66,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/blend操作的效果图.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/zh-cn_image_0000002408279250.png,image-media,2133,5af8285dcc5edcb8cb550b754f5c2ce46aa0300f2e6a370a6a9e88a12a016a74,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002457839357.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002457839357.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/zh-cn_image_0000002408279254.png,image-media,3539,c3db5c4a1d97bd6350e152247732df7a41f96446fabeda14de7cc02d99fb5c44,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002457879481.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002457879481.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/zh-cn_image_0000002441678633.png,image-media,3527,ef98dc5163cba0878c0225caf715e579061b275a19f4d4505a7b9df1faf92bbb,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002424360586.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002424360586.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/zh-cn_image_0000002441678637.png,image-media,2091,688baa590fcaace898500874bf4a9e30759080ad9e320ff461b891843a7de2f8,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002457879469.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002457879469.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/zh-cn_image_0000002441718501.png,image-media,3699,aa8312eaab341de10a23e072b64e6e10b8b8cb809a3e8009651c154d99983fcb,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002424200738.png,DEDUPLICATE,byte-identical to 在线仓库/pegasus-master/docs/zh-CN/BSP FAQ/figures/zh-cn_image_0000002424200738.png; retain only the canonical target landing,not_applicable
在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/位图与位图中的操作区域的关系.png,image-media,16300,cbb03f4dcf5db79877612ab1f57088bc1883eb4a20f25d3682f9f80b26642f4f,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/pegasus-master/docs/zh-CN/TDE API参考/figures/位图与位图中的操作区域的关系.png,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
